curp,nombre,metadata.institucion,nivelOrdenGobierno,declaracion.situacionPatrimonial.datosEmpleoCargoComision.areaAdscripcion,declaracion.situacionPatrimonial.datosEmpleoCargoComision.contratadoPorHonorarios,declaracion.situacionPatrimonial.datosEmpleoCargoComision.nivelEmpleoCargoComision,edu_nivel,exp_privado,exp_publico,exp_total,n_vehiculos,n_vehiculos_lujo,valor_vehiculos,n_bienes,valor_bienes,valor_inversiones,patrimonio_total,ingreso_total_neto_2015,ingreso_total_neto_2016,ingreso_total_neto_2017,ingreso_total_neto_2018,ingreso_total_neto_2019,ingreso_total_neto_2020
VÁVS800127HDFSZN08,Sonia Vásquez Vázquez,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,FEDERAL,Unidad de Tecnologías de Información y Comunicaciones,False,N34,LICENCIATURA,11.3,0.0,11.3,6.0,0.0,2536529.0,1.0,5688947.0,624064.0,8849540.0,335995.0,1134792.0,1246296.0,1350024.0,1224000.0,1249320.0
VÉAY890224HDFLNL04,Yolanda Véliz Aponte,COLEGIO DE POSTGRADUADOS,ESTATAL,Unidad de Transparencia,False,J32,ESPECIALIDAD,11.7,0.0,11.7,8.0,3.0,5865042.0,3.0,113466229.0,56463956.0,175795227.0,1827290.0,5085828.0,4858524.0,5768520.0,5076468.0,4746180.0
VÉBR820824HDFLHM06,Ramona Véliz Bahena,COMISION NACIONAL DE LIBROS DE TEXTO GRATUITOS,MUNICIPAL,Unidad de Tecnologías de Información y Comunicaciones,False,N33,ESPECIALIDAD,12.8,0.0,12.8,4.0,0.0,1848125.0,1.0,7835677.0,1112431.0,10796233.0,238785.0,1030404.0,1197096.0,1307436.0,1243308.0,1005648.0
VÉCL811120MAGLRR09,Lorena Véliz Cortés,COMISION NAL. PARA LA PROTECCION Y DEFENSA DE LOS USUARIOS DE SERVICIOS FINANCIEROS,MUNICIPAL,Dirección General de Administración,False,M34,ESPECIALIDAD,5.7,3.6,9.3,4.0,0.0,1637008.0,1.0,4056593.0,1425946.0,7119547.0,393185.0,1755396.0,1557300.0,1659936.0,1589460.0,1506360.0
VÉDA890615MPULL 04,Ana Luisa Véliz Delao,EL COLEGIO DE MICHOACAN A.C.,MUNICIPAL,Dirección General de Administración,False,M34,LICENCIATURA,6.3,4.1,10.399999999999999,6.0,1.0,2777215.0,1.0,7159076.0,1104952.0,11041243.0,337200.0,1516716.0,1696848.0,1674384.0,1571868.0,1590180.0
VÉEG850808MAGLQL09,Gloria Véliz Esquivel,COMITE NACIONAL MIXTO DE PROTECCION AL SALARIO,FEDERAL,Dirección General de Inteligencia,False,J32,MAESTRÍA,6.4,4.5,10.9,6.0,3.0,3257689.0,3.0,270192134.0,106008849.0,379458672.0,1635140.0,5461236.0,5225244.0,5969892.0,5587260.0,5377212.0
VÉHJ760106HSNLRS02,Josefina Véliz Hurtado,INSTITUTO NACIONAL DE CANCEROLOGIA,MUNICIPAL,Dirección General de Inteligencia,False,L32,MAESTRÍA,6.1,4.2,10.3,8.0,3.0,6442345.0,3.0,289394137.0,75796353.0,371632835.0,1500210.0,5360196.0,5045616.0,5166744.0,4083552.0,5306676.0
VÉKI791111MVZLRN06,Ivan Vélez Karem,INSTITUTO DEL FONDO NACIONAL PARA EL CONSUMO DE LOS TRABAJADORES,ESTATAL,Unidad de Servicios Tecnológicos,False,L32,ESPECIALIDAD,6.1,5.7,11.8,7.0,5.0,5098394.0,3.0,100528644.0,74946475.0,180573513.0,1689690.0,5371824.0,4078488.0,5532864.0,5030064.0,4597572.0
VÉLL880102MAGLNL01,Liliana Vélez Luna,SECRETARIA DE DESARROLLO SOCIAL,ESTATAL,Dirección General de Tecnologías de Información,False,A33,LICENCIATURA,6.5,5.2,11.7,3.0,0.0,597347.0,0.0,0.0,22278.0,619625.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
VÉMJ850616HSNLRS09,José Véliz Morales,INSTITUTO NACIONAL DE MIGRACION,FEDERAL,Unidad de Administración,False,18,ESPECIALIDAD,6.3,4.5,10.8,8.0,4.0,6173168.0,3.0,215779088.0,61022053.0,282974309.0,1687380.0,5296224.0,4531344.0,5148468.0,4625280.0,5519652.0
VÉOG710910MSNLNL06,Gloria Vélez Ornelas,PROCURADURIA FEDERAL DE PROTECCION AL AMBIENTE,MUNICIPAL,Unidad de Vinculación,False,22,DOCTORADO,10.1,0.0,10.1,6.0,4.0,4066776.0,3.0,217133032.0,83073610.0,304273418.0,1794455.0,6057072.0,5581284.0,6046932.0,5835816.0,5730840.0
VÉPM870914MPULGR09,María Eugenia Véliz Pagan,FERROCARRIL DEL ISTMO DE TEHUANTEPEC S.A. DE C.V.,ESTATAL,Unidad de Transparencia,False,A33,LICENCIATURA,11.6,0.0,11.6,7.0,1.0,1414860.0,1.0,186826.0,10359.0,1612045.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
VÉRM720924MSNLZR02,Mariana Vélez Ruiz,COMISION NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDIGENAS,FEDERAL,Unidad de Servicios Tecnológicos,False,18,MAESTRÍA,11.5,0.0,11.5,5.0,2.0,2059636.0,3.0,140931280.0,78603180.0,221594096.0,1646115.0,5149008.0,5592924.0,5140332.0,4803744.0,5366004.0
VÉTM810626MSNLRR06,Marco Antonio Vélez Treviño,PROCURADURIA FEDERAL DE LA DEFENSA DEL TRABAJO,MUNICIPAL,Dirección General de Vinculación,False,N33,MAESTRÍA,6.1,4.2,10.3,7.0,0.0,2903241.0,0.0,0.0,1567130.0,4470371.0,311665.0,1242084.0,1072836.0,1034052.0,1140252.0,1215288.0
VÉVV810014HDFLLC09,Victor Manuel Vélez Valadez,PROCURADURIA AGRARIA,FEDERAL,Unidad de Tecnologías de Información y Comunicaciones,False,M34,MAESTRÍA,5.9,6.1,12.0,4.0,0.0,1966969.0,1.0,2684090.0,691685.0,5342744.0,334200.0,1590744.0,1603284.0,1640268.0,1780056.0,1599156.0
VÉXA800005HAGLCX01,Alexis Vélez Xacon,INSTITUTO MEXICANO DEL PETROLEO,MUNICIPAL,Dirección General de Vinculación,False,19,ESPECIALIDAD,12.4,0.0,12.4,7.0,3.0,7154050.0,3.0,290639678.0,59589948.0,357383676.0,1971810.0,5062716.0,5135388.0,5702172.0,4986852.0,5308044.0
VÉZM880227HPULMR03,Marisol Vélez Zamora,SERVICIO NACIONAL DE SANIDAD INOCUIDAD Y CALIDAD AGROALIMENTARIA,MUNICIPAL,Unidad de Administración,False,N33,LICENCIATURA,5.6,5.3,10.899999999999999,4.0,1.0,1922640.0,1.0,5678312.0,1406312.0,9007264.0,245455.0,1131444.0,1145136.0,1141668.0,1035732.0,1114608.0
VÉÁM860727MPULLC07,Micaela Vélez Ávila,COMISION DE OPERACION Y FOMENTO DE ACTIVIDADES ACADEMICAS DEL INSTITUTO POLITECNICO NACIONAL,MUNICIPAL,Dirección General de Tecnologías de Información,False,N34,MAESTRÍA,5.6,6.2,11.8,5.0,1.0,2361273.0,1.0,5656898.0,1036245.0,9054416.0,241090.0,1202196.0,1262148.0,1329072.0,1360524.0,1163220.0
XAAN720508MAGRFR01,Norma Xairo Belmonte Alfaro,CENTRO DE INVESTIGACIONES EN OPTICA A.C.,MUNICIPAL,Unidad de Tecnologías de Información y Comunicaciones,False,O32,LICENCIATURA,6.8,5.3,12.1,0.0,0.0,0.0,1.0,780377.0,9902.0,790279.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
XAAX890705MPUNNM07,Ximena Xana Atencio,CONSEJO NACIONAL PARA EL DESARROLLO Y LA INCLUSIÓN DE LAS PERSONAS CON DISCAPACIDAD,FEDERAL,Dirección General de Inteligencia,False,22,ESPECIALIDAD,9.8,0.0,9.8,5.0,3.0,4330334.0,3.0,213304927.0,73857756.0,291493017.0,1947880.0,5658864.0,6181776.0,6083040.0,5808252.0,6317592.0
XACE860823MDFCJL08,Emiliano Xacon Ceja,COMPAÑIA OPERADORA DEL CENTRO CULTURAL Y TURISTICO DE TIJUANA S.A. DE C.V.,FEDERAL,Unidad de Asuntos Jurídicos,False,O32,LICENCIATURA,5.7,3.9,9.6,7.0,1.0,1354544.0,0.0,0.0,15009.0,1369553.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
XACJ870502MPUNLN03,Jennifer Xana Colón,PATRONATO DE OBRAS E INSTALACIONES DEL INSTITUTO POLITECNICO NACIONAL,ESTATAL,Unidad de Tecnologías de Información y Comunicaciones,False,O32,LICENCIATURA,11.8,0.0,11.8,0.0,0.0,0.0,1.0,1475275.0,29505.0,1504780.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
XACS730424MPUNSB07,Sebastian Xana Casárez,COMISION REGULADORA DE ENERGIA,FEDERAL,Dirección General de Inteligencia,False,N34,ESPECIALIDAD,6.4,5.7,12.100000000000001,7.0,0.0,3177635.0,1.0,8056760.0,934288.0,12168683.0,332635.0,1158912.0,1172304.0,1210404.0,1329492.0,1333248.0
XAEJ700326MDFCQL04,Julia Xacon Esquivel,CENTRO DE PRODUCCION DE PROGRAMAS INFORMATIVOS Y ESPECIALES,MUNICIPAL,Unidad de Servicios Tecnológicos,False,N34,LICENCIATURA,6.2,5.3,11.5,5.0,0.0,2281329.0,1.0,2031052.0,1280332.0,5592713.0,335915.0,1313256.0,1256076.0,1373964.0,1162476.0,1347000.0
XAGL750318MAGNNR05,Laura Xana González,BANCO NACIONAL DE OBRAS Y SERVICIOS PUBLICOS S.N.C.,FEDERAL,Unidad de Tecnologías de Información y Comunicaciones,False,22,DOCTORADO,9.7,0.0,9.7,7.0,4.0,8098411.0,3.0,125742864.0,142658489.0,276499764.0,1666625.0,5390904.0,6145968.0,7013676.0,6144936.0,6008256.0
XAML810312HPUNNC08,Lucas Xana Mena,UNIVERSIDAD AUTONOMA METROPOLITANA,FEDERAL,Dirección General de Inteligencia,False,M34,ESPECIALIDAD,6.7,4.9,11.600000000000001,5.0,3.0,2384508.0,1.0,2922083.0,1425091.0,6731682.0,413250.0,1708308.0,1771224.0,1631808.0,1684128.0,1565568.0
XAMR831011HPUNSS06,Rosa Xana Maestas,INSTITUTO PARA LA PROTECCION AL AHORRO BANCARIO,FEDERAL,Unidad de Transparencia,False,N34,LICENCIATURA,5.8,4.2,10.0,3.0,2.0,1370734.0,0.0,0.0,981204.0,2351938.0,350080.0,1263708.0,1279500.0,1354032.0,1355760.0,1308468.0
XAOJ720004HAGRVS03,José María Xairo Belmonte Olivo,INSTITUTO DE ECOLOGIA A.C. (INV),MUNICIPAL,Dirección General de Tecnologías de Información,False,L32,DOCTORADO,9.6,0.0,9.6,8.0,5.0,8642555.0,2.0,149745782.0,64031478.0,222419815.0,1602410.0,4964160.0,5688540.0,4228020.0,3864948.0,5879208.0
XAOJ850914HPUCNN03,Juana Xacon Ozuna,PROCURADURIA GENERAL DE LA REPUBLICA,ESTATAL,Dirección General de Administración,False,N34,ESPECIALIDAD,5.3,5.9,11.2,6.0,0.0,2427816.0,1.0,5950506.0,1100902.0,9479224.0,322650.0,1209672.0,1285152.0,1220064.0,1244544.0,1357764.0
XAPT750204HSNRBR05,Teresa Xairo Belmonte Pabón,COMISION NACIONAL DE ACUACULTURA Y PESCA,FEDERAL,Dirección General de Innovacion,False,M34,ESPECIALIDAD,11.5,0.0,11.5,5.0,1.0,2076758.0,1.0,5470754.0,1326801.0,8874313.0,342235.0,1813476.0,1606836.0,1775784.0,1749516.0,1540788.0
XARA800802MPUNNT01,Antonia Xana Rincón,CFE TRANSMISIÓN,ESTATAL,Unidad de Administración,False,L32,MAESTRÍA,12.4,0.0,12.4,8.0,4.0,7108594.0,3.0,223582760.0,75516056.0,306207410.0,1616865.0,4205784.0,5144616.0,4989096.0,4698288.0,5530260.0
XARC710705MPURDC05,Cecilia Xairo Belmonte Rodrígez,FONDO DE INFORMACION Y DOCUMENTACION PARA LA INDUSTRIA,ESTATAL,Unidad de Administración,False,O32,LICENCIATURA,10.6,0.0,10.6,3.0,0.0,442931.0,1.0,1109111.0,9848.0,1561890.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
XARD800608MSNRVN02,Daniel Xairo Belmonte Rivera,SERVICIO POSTAL MEXICANO,ESTATAL,Unidad de Transparencia,False,O33,LICENCIATURA,12.9,0.0,12.9,5.0,0.0,769572.0,0.0,0.0,13486.0,783058.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
XARE810323HVZCNS01,Elsa Xacon Rangel,AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO S.A. DE C.V.,MUNICIPAL,Unidad de Tecnologías de Información y Comunicaciones,False,O32,LICENCIATURA,5.9,4.3,10.2,5.0,0.0,1122541.0,0.0,0.0,17547.0,1140088.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
XARI830120HVZNSN01,Ivan Xana Rascón,FIDEICOMISO FONDO DE CAPITALIZACION E INVERSION DEL SECTOR RURAL,ESTATAL,Unidad de Vinculación,False,22,MAESTRÍA,11.4,0.0,11.4,5.0,3.0,5495714.0,3.0,172755331.0,62014922.0,240265967.0,2135630.0,6733404.0,6125652.0,6194148.0,7064136.0,6005508.0
XARJ710901HSNCJL05,Julieta Xacon Rojas,INSTITUTO NACIONAL PARA LA EVALUACION DE LA EDUCACION,ESTATAL,Unidad de Vinculación,False,N33,LICENCIATURA,5.3,6.3,11.6,2.0,0.0,966856.0,1.0,4335138.0,790542.0,6092536.0,264670.0,1270932.0,1087584.0,1173936.0,1134744.0,1175388.0
XASE800225MAGCLM01,Esmeralda Xacon Solorio,PETROLEOS MEXICANOS,FEDERAL,Dirección General de Tecnologías de Información,False,A33,LICENCIATURA,9.9,0.0,9.9,4.0,1.0,993586.0,0.0,0.0,35332.0,1028918.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
XASM820912MVZRNT01,Mateo Xairo Belmonte Sanches,ADMINISTRACION PORTUARIA INTEGRAL DE TOPOLOBAMPO S.A. DE C.V.,ESTATAL,Dirección General de Administración,False,L32,MAESTRÍA,6.0,4.7,10.7,5.0,3.0,6570455.0,3.0,330021254.0,81171061.0,417762770.0,1496355.0,5276280.0,5689848.0,5200680.0,4830408.0,4291860.0
XASY820320MVZCLR06,Yaretzi Xacon Solano,SERVICIOS A LA NAVEGACION EN EL ESPACIO AEREO MEXICANO,FEDERAL,Dirección General de Vinculación,False,M34,LICENCIATURA,11.8,0.0,11.8,5.0,0.0,2442921.0,1.0,1184990.0,515197.0,4143108.0,355610.0,1533168.0,1704780.0,1674180.0,1702908.0,1640184.0
XAVL740713MDFRLL01,Lilia Xairo Belmonte Valles,COMISION NACIONAL DE ARBITRAJE MEDICO,ESTATAL,Dirección General de Administración,False,A33,LICENCIATURA,6.3,4.9,11.2,0.0,0.0,0.0,0.0,0.0,31394.0,31394.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
XAYL840104HSNCBL07,Lilia Xacon Ybarra,COMISION NAL. PARA LA PROTECCION Y DEFENSA DE LOS USUARIOS DE SERVICIOS FINANCIEROS,ESTATAL,Unidad de Servicios Tecnológicos,False,O33,LICENCIATURA,10.8,0.0,10.8,5.0,2.0,1213473.0,1.0,1534728.0,24669.0,2772870.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
XAZJ800905HVZNPN04,Juan Manuel Xana Zapata,INSTITUTO DE SEGURIDAD SOCIAL PARA LAS FUERZAS ARMADAS MEXICANAS,MUNICIPAL,Dirección General de Innovacion,False,N34,ESPECIALIDAD,11.0,0.0,11.0,4.0,0.0,2010437.0,1.0,3107634.0,1406545.0,6524616.0,309620.0,1315416.0,1360296.0,1163808.0,1334436.0,1326504.0
XEAL821024HVZNLT03,Leticia Xenia Ayala,SERVICIOS AEROPORTUARIOS DE LA CIUDAD DE MEXICO S.A. DE C.V.,ESTATAL,Unidad de Transparencia,False,M34,ESPECIALIDAD,9.3,0.0,9.3,3.0,1.0,1434660.0,1.0,9064218.0,928574.0,11427452.0,377555.0,1619280.0,1710972.0,1542660.0,1638900.0,1769196.0
XEAP781127MPUNNT09,Patricio Xenia Alonzo,SECRETARIA DE RELACIONES EXTERIORES,FEDERAL,Dirección General de Administración,False,N33,ESPECIALIDAD,5.5,5.5,11.0,5.0,2.0,2333869.0,1.0,8515385.0,1683755.0,12533009.0,329965.0,1202820.0,1171572.0,1133880.0,1074732.0,1182996.0
XECA890604MDFNPX07,Alexander Xenia Cepeda,UNIVERSIDAD AUTONOMA AGRARIA ANTONIO NARRO,MUNICIPAL,Unidad de Tecnologías de Información y Comunicaciones,False,18,MAESTRÍA,5.6,5.4,11.0,6.0,1.0,4683018.0,3.0,273763725.0,76382401.0,354829144.0,2116955.0,5536644.0,5177640.0,5483808.0,4744020.0,4169412.0
XECB821116HDFNSN05,Benito Xenia Casares,COMISION FEDERAL DE ELECTRICIDAD,ESTATAL,Unidad de Administración,False,N22,LICENCIATURA,5.9,4.7,10.600000000000001,0.0,0.0,0.0,0.0,0.0,24475.0,24475.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
XECI800017MVZNDB08,Isabela Xenia Cadena,CASA DE MONEDA DE MEXICO,ESTATAL,Unidad de Vinculación,False,A33,LICENCIATURA,12.7,0.0,12.7,3.0,0.0,658253.0,0.0,0.0,17454.0,675707.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
XELE730924MPUNRT02,Estefanía Xenia Lerma,INSTITUTO NACIONAL DE DESARROLLO SOCIAL,MUNICIPAL,Dirección General de Administración,False,N22,LICENCIATURA,6.6,5.7,12.3,5.0,0.0,913814.0,0.0,0.0,33157.0,946971.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
XEMY700215MAGNYR08,Yaretzi Xenia Mayorga,PREVENCION Y READAPTACION SOCIAL,FEDERAL,Dirección General de Inteligencia,False,22,ESPECIALIDAD,6.0,4.4,10.4,6.0,3.0,5235580.0,3.0,151665175.0,59904807.0,216805562.0,2068675.0,6315276.0,7110960.0,6729636.0,6075324.0,7255860.0
XEOF880210HAGNTR06,Francisca Xenia Orta,INSTITUTO NACIONAL DE LAS MUJERES,ESTATAL,Unidad de Tecnologías de Información y Comunicaciones,False,22,DOCTORADO,11.8,0.0,11.8,7.0,1.0,7895916.0,3.0,176733693.0,114708888.0,299338497.0,1952735.0,5536296.0,5800164.0,6544212.0,5636808.0,7003224.0
XEQM770421HPUNÑR05,Marta Xenia Quiñónez,INSTITUTO NACIONAL DE CANCEROLOGIA,FEDERAL,Dirección General de Inteligencia,False,19,MAESTRÍA,12.8,0.0,12.8,6.0,2.0,4889696.0,3.0,142385424.0,91900683.0,239175803.0,1507100.0,5036892.0,5207640.0,5585508.0,5688684.0,6023508.0
XEVC840110MVZNLR01,Carmen Xenia Valdés,COMISION NACIONAL DE LIBROS DE TEXTO GRATUITOS,MUNICIPAL,Dirección General de Administración,False,N34,ESPECIALIDAD,6.0,6.6,12.6,5.0,0.0,2421512.0,1.0,5459108.0,879368.0,8759988.0,323760.0,1317420.0,1225356.0,1263096.0,1161408.0,1150128.0
XEXC710826HSNNRR09,Cristina Xenia Xairo Belmonte,XE-IPN CANAL 11,MUNICIPAL,Dirección General de Inteligencia,False,M34,LICENCIATURA,6.9,4.9,11.8,6.0,0.0,2554438.0,1.0,2375461.0,974711.0,5904610.0,358205.0,1659804.0,1753656.0,1577136.0,1552824.0,1643388.0
XIBX770903HSNNHM08,Ximena Guadalupe Xiana Bahena,INSTITUTO MATIAS ROMERO DE ESTUDIOS DIPLOMATICOS,FEDERAL,Unidad de Tecnologías de Información y Comunicaciones,False,N33,LICENCIATURA,12.1,0.0,12.1,7.0,0.0,3379021.0,1.0,9240384.0,927657.0,13547062.0,244435.0,1175244.0,1115520.0,1262484.0,1018128.0,1181004.0
XICM840915HSNCLR03,Mariana Xicoy Calvillo,FONDO ESPECIAL DE ASISTENCIA TECNICA Y GARANTIA PARA LOS CREDITOS AGROPECUARIOS,ESTATAL,Dirección General de Inteligencia,False,18,DOCTORADO,6.6,4.1,10.7,7.0,5.0,4824774.0,3.0,176156940.0,130227311.0,311209025.0,1438610.0,4712232.0,4695108.0,4926420.0,4976328.0,5498868.0
XIEL810901MSNCQS01,Luisa Xicoy Esquibel,"FONATUR CONSTRUCTORA, S.A. DE C.V.",FEDERAL,Dirección General de Innovacion,False,17,MAESTRÍA,6.2,3.9,10.1,6.0,3.0,5385070.0,3.0,299036325.0,79675318.0,384096713.0,1757370.0,5161980.0,5487792.0,4611252.0,4413828.0,5010888.0
XIGM751021MAGCSR05,Miranda Xicoy Gastélum,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,FEDERAL,Dirección General de Innovacion,False,O32,LICENCIATURA,6.3,5.9,12.2,0.0,0.0,0.0,1.0,646683.0,8998.0,655681.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
XIHL821006MAGNRC05,Lucas Xiana Hernádez,SERVICIO GEOLOGICO MEXICANO,FEDERAL,Dirección General de Inteligencia,False,M34,MAESTRÍA,6.5,3.6,10.1,5.0,0.0,2327200.0,1.0,1520025.0,506222.0,4353447.0,402020.0,1695624.0,1707372.0,1530588.0,1575168.0,1598976.0
XIKG710006MVZCNB05,Gabriela Xicoy Kanimal,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,ESTATAL,Dirección General de Vinculación,False,19,MAESTRÍA,5.9,4.6,10.5,7.0,4.0,5353989.0,3.0,311865541.0,101345881.0,418565411.0,1657950.0,4480416.0,5614956.0,5529660.0,4833000.0,5786232.0
XIKG891011MDFNRS06,Gustavo Xiana Korta hernandez,HOSPITAL JUAREZ DE MEXICO,ESTATAL,Unidad de Administración,False,22,DOCTORADO,10.5,0.0,10.5,6.0,3.0,4718083.0,2.0,186304257.0,43238283.0,234260623.0,1930875.0,5738112.0,5580744.0,7019892.0,6902724.0,5967156.0
XIMD701006HVZCJR06,Dorotea Xicoy Mojica,TRANSPORTADORA DE SAL S.A. DE C.V.,FEDERAL,Unidad de Tecnologías de Información y Comunicaciones,False,J32,ESPECIALIDAD,10.5,0.0,10.5,7.0,5.0,4485695.0,3.0,285897473.0,71192340.0,361575508.0,1688035.0,5484588.0,5192316.0,4707816.0,4765344.0,5258808.0
XIMJ740417HVZNJR08,Jorge Xiana Mejía,INSTITUTO MEXICANO DE LA JUVENTUD,MUNICIPAL,Unidad de Vinculación,False,22,MAESTRÍA,6.2,4.3,10.5,6.0,2.0,3091700.0,3.0,165384740.0,36538500.0,205014940.0,1953745.0,6397788.0,6832788.0,6692172.0,6610464.0,6438288.0
XIMJ850327HVZCLS02,José Emilio Xicoy Molina,"SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",MUNICIPAL,Dirección General de Innovacion,False,22,MAESTRÍA,6.2,4.0,10.2,7.0,4.0,5518087.0,3.0,320952431.0,49901225.0,376371743.0,1833510.0,5371956.0,5533356.0,5838396.0,6194316.0,5836524.0
XIML800404MVZCDS07,Luisa Xicoy Medrano,COMITE NACIONAL MIXTO DE PROTECCION AL SALARIO,MUNICIPAL,Dirección General de Inteligencia,False,M34,LICENCIATURA,6.5,5.4,11.9,5.0,0.0,2401574.0,1.0,1380702.0,880568.0,4662844.0,364890.0,1656624.0,1624704.0,1694040.0,1542984.0,1676424.0
XIMN760006MAGCDT04,Natalia Xicoy Medrano,INSTITUTO DE LOS MEXICANOS EN EL EXTERIOR,ESTATAL,Unidad de Tecnologías de Información y Comunicaciones,False,M34,ESPECIALIDAD,11.3,0.0,11.3,4.0,1.0,2020590.0,1.0,764932.0,1335663.0,4121185.0,371010.0,1588704.0,1681620.0,1661724.0,1656204.0,1707756.0
XIOA781027MAGCVT07,Arturo Xicoy Olivares,INSTITUTO NACIONAL DE CARDIOLOGIA IGNACIO CHAVEZ,MUNICIPAL,Dirección General de Tecnologías de Información,False,22,ESPECIALIDAD,6.2,5.7,11.9,7.0,3.0,8088830.0,3.0,133902774.0,59042931.0,201034535.0,1872660.0,7013148.0,6952716.0,6669432.0,6118080.0,6452784.0
XIRA780805HSNCY 05,Ana Victoria Xicoy Reyes,INSTITUTO NACIONAL DE MEDICINA GENOMICA,ESTATAL,Unidad de Tecnologías de Información y Comunicaciones,False,17,ESPECIALIDAD,10.6,0.0,10.6,7.0,3.0,7300377.0,3.0,140557827.0,31535335.0,179393539.0,1624465.0,6100128.0,4458936.0,4498884.0,4609440.0,5305224.0
XIRG771027MVZCYD07,Guadalupe Xicoy Reyna,CONSEJERIA JURIDICA DEL EJECUTIVO FEDERAL,ESTATAL,Unidad de Administración,False,M34,ESPECIALIDAD,12.9,0.0,12.9,6.0,0.0,2283672.0,1.0,7905260.0,870588.0,11059520.0,357280.0,1763316.0,1723884.0,1747656.0,1737108.0,1587504.0
XISD830414HDFNPR05,Dorotea Xiana Sepúlveda,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,FEDERAL,Unidad de Vinculación,False,M34,ESPECIALIDAD,6.6,5.8,12.399999999999999,5.0,1.0,1890447.0,1.0,7033878.0,1318313.0,10242638.0,380580.0,1675404.0,1729044.0,1724880.0,1598592.0,1604208.0
XISJ700317MDFCRL03,Julieta Xicoy Serrato,CENTRO DE INVESTIGACION EN MATERIALES AVANZADOS S.C.,ESTATAL,Unidad de Tecnologías de Información y Comunicaciones,False,N33,LICENCIATURA,11.2,0.0,11.2,3.0,1.0,1247056.0,0.0,0.0,628742.0,1875798.0,247695.0,1062732.0,1056336.0,1067268.0,1264884.0,1189464.0
XISJ890323MDFCMM08,Jimena Xicoy Samaniego,CENTRO DE ESTUDIOS SUPERIORES EN TURISMO,FEDERAL,Unidad de Transparencia,False,18,MAESTRÍA,5.8,4.8,10.6,9.0,7.0,7309508.0,2.0,72224616.0,149407949.0,228942073.0,1663705.0,4820184.0,5016636.0,5363892.0,5174472.0,5221248.0
XITV700401HVZNRC07,Victoria Xiana Terrazas,COMITÉ NACIONAL PARA EL DESARROLLO SUSTENTABLE DE LA CAÑA DE AZÚCAR,MUNICIPAL,Dirección General de Tecnologías de Información,False,O33,LICENCIATURA,11.4,0.0,11.4,0.0,0.0,0.0,0.0,0.0,11467.0,11467.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
XIZM890303HDFCVR04,Mariano Xicoy Zavala,INSTITUTO MEXICANO DEL SEGURO SOCIAL,MUNICIPAL,Dirección General de Vinculación,False,22,MAESTRÍA,6.0,6.2,12.2,8.0,4.0,3520170.0,3.0,117488209.0,65844622.0,186853001.0,2121900.0,7001088.0,6750168.0,7239192.0,7006008.0,6718272.0
YAAB780316HSNMMR04,Brandon Yami Armas,CONSEJO NACIONAL DE NORMALIZACION Y CERTIFICACION DE COMPETENCIA LABORALES,ESTATAL,Unidad de Transparencia,False,N22,LICENCIATURA,12.9,0.0,12.9,0.0,0.0,0.0,0.0,0.0,17348.0,17348.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
YAAI790116MAGMCN01,Ivan Yami Archuleta,INSTITUTO NACIONAL DE CARDIOLOGIA IGNACIO CHAVEZ,FEDERAL,Dirección General de Tecnologías de Información,False,O32,LICENCIATURA,5.6,5.4,11.0,5.0,0.0,937531.0,0.0,0.0,20599.0,958130.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
YABA810401MPUNRG06,Abigail Yanes Barraza,LOTERIA NACIONAL PARA LA ASISTENCIA PUBLICA,ESTATAL,Unidad de Transparencia,False,22,MAESTRÍA,6.4,5.3,11.7,7.0,3.0,6768113.0,3.0,211755110.0,72208478.0,290731701.0,1755505.0,5640036.0,6813528.0,6096120.0,6375144.0,6008328.0
