curp_funcionario,tipoOperacion,titular,porcentajePropiedad,formaPago,valorAdquisicion,fechaAdquisicion,datoIdentificacion,valorConformeA,tipoInmueble.clave,tipoInmueble.valor,superficieTerreno.valor,superficieTerreno.unidad,superficieConstruccion.valor,superficieConstruccion.unidad,formaAdquisicion.clave,formaAdquisicion.valor,domicilioMexico.calle,domicilioMexico.numeroExterior,domicilioMexico.numeroInterior,domicilioMexico.coloniaLocalidad,domicilioMexico.municipioAlcaldia.clave,domicilioMexico.municipioAlcaldia.valor,domicilioMexico.entidadFederativa.clave,domicilioMexico.entidadFederativa.valor,domicilioMexico.codigoPostal,tipo.clave,tipo.valor,tercero,transmisor,valorAdquisicion.valor,valorAdquisicion.moneda,domicilioExtranjero.calle,domicilioExtranjero.numeroExterior,domicilioExtranjero.numeroInterior,domicilioExtranjero.ciudadLocalidad,domicilioExtranjero.estadoProvincia,domicilioExtranjero.pais,domicilioExtranjero.codigoPostal,motivoBaja.clave,motivoBaja.valor
VIKM790612HPULRC03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,66458225.0,1978-05-08T16:10:50.205Z,427c4044-8067-4df0-80f0-13196ee19ef4,ESCRITURA PÚBLICA,CASA,CASA,470.0,m2,309.0,m2,CPV,COMPRAVENTA,Miguel Ángel Sector,69,,Miguel Hidalgo,014,Querétaro,22,Querétaro,76179,PALC,PALCO,,,,,,,,,,,,,
VIKM790612HPULRC03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,91270865.0,1992-02-02T02:24:33.924Z,becef48b-b73e-497e-ae03-cf62ffbd55a4,ESCRITURA PÚBLICA,CASA,CASA,5379.0,m2,5009.0,m2,CPV,COMPRAVENTA,Núñez Bloque,330,,Ejercito Nacional,013,Mocorito,25,Sinaloa,80651,BODG,BODEGA,,,,,,,,,,,,,
VIKM790612HPULRC03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,66425364.0,1976-12-05T02:26:23.525Z,5a33fa8c-4985-49f0-97bb-ac2c1ea6959b,ESCRITURA PÚBLICA,CASA,CASA,6292.0,m2,4064.0,m2,CPV,COMPRAVENTA,Víctor Mercado,1530,,Centro,010,Calakmul,04,Campeche,24549,TERR,TERRENO,,,,,,,,,,,,,
VIKS891025HAGRRS06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,136787277.0,1984-06-16T13:59:44.939Z,bcd64391-6b96-4213-8530-631daf271dc0,ESCRITURA PÚBLICA,CASA,CASA,5504.0,m2,5425.0,m2,CPV,COMPRAVENTA,Damián Extrarradio,419,,Centro,021,Mexquitic de Carmona,24,San Luis Potosí,78257,BODG,BODEGA,,,,,,,,,,,,,
VIKS891025HAGRRS06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,109567804.0,1999-10-05T07:17:15.235Z,fa02fb20-c186-462d-88f3-4fc1d8714dad,ESCRITURA PÚBLICA,CASA,CASA,4893.0,m2,2681.0,m2,DNC,DONACIÓN,Valdés Apartamento,1595,,Benito Juárez,003,Álvaro Obregón,16,Michoacán de Ocampo,58108,EDIF,EDIFICIO,,,,,,,,,,,,,
VIKS891025HAGRRS06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,8549307.0,1971-01-07T09:38:50.671Z,7e1164d1-fbc1-4815-8bcc-fb39ef92858c,ESCRITURA PÚBLICA,CASA,CASA,382.0,m2,184.0,m2,CPV,COMPRAVENTA,Ferrer Puerta,360,,Lomas de becerra,085,Ixtaczoquitlán,30,Veracruz de Ignacio de la Llave,91135,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
VILH770427MPULYR05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,9032805.0,2002-12-27T10:08:05.159Z,c46b628e-7cb1-45ae-a5de-1a386d472eef,ESCRITURA PÚBLICA,CASA,CASA,123.0,m2,89.0,m2,CPV,COMPRAVENTA,Gloria Entrada,932,,La loma,016,La Cruz,08,Chihuahua,31375,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
VIMA770722MPURN 01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,2147050.0,1971-03-19T10:47:38.325Z,e824cfcb-989e-4e41-9ee5-b0e5891bca9f,ESCRITURA PÚBLICA,CASA,CASA,131.0,m2,112.0,m2,CSN,CESIÓN,Macías Manzana,1410,,Chapultepec,019,Bolaños,14,Jalisco,44378,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
VIMC750118HSNLNR08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,21370990.0,1978-08-05T04:32:41.072Z,7dff06fb-ffb7-47a1-9b5a-a4420b874eb7,ESCRITURA PÚBLICA,CASA,CASA,348.0,m2,125.0,m2,CPV,COMPRAVENTA,Gregorio Extramuros,912,,San pedro,020,Chicxulub Pueblo,31,Yucatán,97585,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
VIMC750118HSNLNR08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,68827701.0,2009-02-13T11:45:52.696Z,ff40c212-b7f0-44df-b9e4-f0a2b10ad06d,ESCRITURA PÚBLICA,CASA,CASA,6217.0,m2,5622.0,m2,CPV,COMPRAVENTA,Palomino Monte,556,,Moctezuma,030,Padilla,28,Tamaulipas,87658,EDIF,EDIFICIO,,,,,,,,,,,,,
VIMC750118HSNLNR08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,79850272.0,1972-02-21T11:06:36.439Z,73ebfcac-88fe-4909-9b40-dcf81b030951,ESCRITURA PÚBLICA,CASA,CASA,438.0,m2,430.0,m2,CPV,COMPRAVENTA,Benito Puerta,1417,,Miguel Hidalgo,047,Jungapeo,16,Michoacán de Ocampo,58929,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
VIML800402MVZLCS02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,48960163.0,1989-07-08T23:10:27.576Z,2ce1b2ac-700b-4896-ab8b-513256ed1603,ESCRITURA PÚBLICA,CASA,CASA,5929.0,m2,2822.0,m2,PRM,PERMUTA,Figueroa Cuesta,1616,,Lomas de becerra,068,Tianguistengo,13,Hidalgo,42266,RACH,RANCHO,,,,,,,,,,,,,
VIML800402MVZLCS02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,46376695.0,1979-09-30T12:35:53.268Z,194365e5-a986-43d8-a88a-ea612f3b544c,ESCRITURA PÚBLICA,CASA,CASA,6187.0,m2,2216.0,m2,CPV,COMPRAVENTA,Nieto Sección,629,,La loma,071,San Cristóbal de la Barranca,14,Jalisco,44439,EDIF,EDIFICIO,,,,,,,,,,,,,
VIML800402MVZLCS02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,30836366.0,1993-12-28T17:16:09.414Z,291b4f8e-6ead-43bc-b4fc-9ac60d6c10f0,ESCRITURA PÚBLICA,CASA,CASA,375.0,m2,354.0,m2,CPV,COMPRAVENTA,Raquel Pasaje,1211,,Centro,056,Tecoanapa,12,Guerrero,39790,PALC,PALCO,,,,,,,,,,,,,
VIMM780514HAGLGR09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,8582318.0,2008-10-30T08:36:43.696Z,6a7a5546-1ecc-496f-96ae-851668e9dda3,ESCRITURA PÚBLICA,CASA,CASA,152.0,m2,148.0,m2,CSN,CESIÓN,María Cristina Arrabal,1023,,Laredo,033,Linares,19,Nuevo León,64368,CASA,CASA,,,,,,,,,,,,,
VIMP700006HDFLNB08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,20602286.0,1991-03-28T02:53:10.147Z,811f5d44-8c3d-4ceb-b9a8-40ce706d6adc,ESCRITURA PÚBLICA,CASA,CASA,6228.0,m2,4977.0,m2,CPV,COMPRAVENTA,Ricardo Ferrocarril,1158,,Venustiano Carranza,038,Vicente Guerrero,10,Durango,34567,TERR,TERRENO,,,,,,,,,,,,,
VIMP700006HDFLNB08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,77950802.0,1984-04-15T23:57:41.177Z,e9d0604e-75e0-401f-aa24-08fb1195b9e9,ESCRITURA PÚBLICA,CASA,CASA,431.0,m2,410.0,m2,CPV,COMPRAVENTA,Fernando Paseo,1223,,Venustiano Carranza,004,Tijuana,02,Baja California,21753,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
VIMP700006HDFLNB08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,73192988.0,2007-06-27T10:37:25.907Z,6a2edfe1-b95f-4be3-8ea1-baa2e7597076,ESCRITURA PÚBLICA,CASA,CASA,455.0,m2,176.0,m2,CPV,COMPRAVENTA,Patricia Gran Subida,1544,,Morelos,009,Tecomán,06,Colima,28136,PALC,PALCO,,,,,,,,,,,,,
VIMV860518HDFGJC09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,9429463.0,1994-04-24T19:19:51.236Z,308bb643-1d30-4ef5-a62d-29ccaaf3c6cb,ESCRITURA PÚBLICA,CASA,CASA,138.0,m2,100.0,m2,CPV,COMPRAVENTA,Benavides Sector,1397,,La loma,189,San Juan Comaltepec,20,Oaxaca,68304,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
VINA881109MVZGÑF03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,3138817.0,1978-07-02T09:59:29.902Z,5c173694-6919-48e2-8001-f8d1c8f4e13f,ESCRITURA PÚBLICA,CASA,CASA,173.0,m2,80.0,m2,CPV,COMPRAVENTA,Marilu Calleja,1559,,Ignacio Zaragoza,011,Trinidad García de la Cadena,32,Zacatecas,98483,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
VIOX820925MPULZM04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,69143636.0,1985-07-05T11:20:48.042Z,c51e9bf4-79d8-4ff1-982e-c0cd855d52f7,ESCRITURA PÚBLICA,CASA,CASA,428.0,m2,367.0,m2,CPV,COMPRAVENTA,Kevin Vía Pública,1022,,Hidalgo,049,Pilcaya,12,Guerrero,39113,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
VIOX820925MPULZM04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,40876022.0,1981-04-13T04:46:13.351Z,8b39d5ef-aa2e-437f-87c8-872ef8f619ca,ESCRITURA PÚBLICA,CASA,CASA,406.0,m2,301.0,m2,CPV,COMPRAVENTA,Adriana Municipio,354,,Emiliano Zapata,019,Llera,28,Tamaulipas,87545,CASA,CASA,,,,,,,,,,,,,
VIOX820925MPULZM04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,85413415.0,1986-04-02T16:43:37.495Z,c321f0dc-55c9-4171-aaec-d79cc725c7d8,ESCRITURA PÚBLICA,CASA,CASA,5765.0,m2,4691.0,m2,DNC,DONACIÓN,Ivanna Barrio,971,,Del Valle,010,Villa de Álvarez,06,Colima,28980,TERR,TERRENO,,,,,,,,,,,,,
VIPD890509MDFLRB09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,941262.0,1988-06-26T06:50:18.247Z,5298d6cb-9539-4cdf-8b74-fe65a9bda02d,ESCRITURA PÚBLICA,CASA,CASA,119.0,m2,76.0,m2,CPV,COMPRAVENTA,Ramiro Riera,301,,Lomas de becerra,031,Dzoncauich,31,Yucatán,97850,CASA,CASA,,,,,,,,,,,,,
VIPL760117MDFLRN07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,272096.0,2009-05-15T08:29:41.389Z,31386c34-072f-4533-b4c9-4184e2aee90d,ESCRITURA PÚBLICA,CASA,CASA,79.0,m2,66.0,m2,CSN,CESIÓN,Marisol Quinta,284,,Miguel Hidalgo,005,Colón,22,Querétaro,76904,CASA,CASA,,,,,,,,,,,,,
VIPM751108HVZLSR05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,9205617.0,1991-10-25T12:41:35.778Z,ca9fa566-a810-4946-9121-6fb45e18c401,ESCRITURA PÚBLICA,CASA,CASA,130.0,m2,124.0,m2,CPV,COMPRAVENTA,Benítez Sector,926,,Marina Nacional,007,Gómez Palacio,10,Durango,34586,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
VIPX870409MSNLZM02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,2802575.0,1997-08-24T05:32:18.132Z,08e867e0-d706-429c-a0e0-cfea16e9beb0,ESCRITURA PÚBLICA,CASA,CASA,140.0,m2,129.0,m2,HRN,HERENCIA,Matías Caserio,246,,16 de septiembre,010,Bacerac,26,Sonora,83541,CASA,CASA,,,,,,,,,,,,,
VIQE770118MDFLVT06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1426715.0,2009-10-22T19:00:50.848Z,35ee0a75-9a39-4b5b-ac25-69e09db9e60e,ESCRITURA PÚBLICA,CASA,CASA,77.0,m2,68.0,m2,CPV,COMPRAVENTA,Sotelo Edificio,711,,Lomas de capula,004,Cosío,01,Aguascalientes,20669,CASA,CASA,,,,,,,,,,,,,
VIQS720927HPULZR07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,28785998.0,1978-01-18T01:31:43.157Z,c580ded8-8292-4a92-aa7f-4e3318732afc,ESCRITURA PÚBLICA,CASA,CASA,488.0,m2,440.0,m2,CPV,COMPRAVENTA,Ojeda Puerta,1721,,Laredo,125,Tonanitla,15,México,50844,PALC,PALCO,,,,,,,,,,,,,
VIQS720927HPULZR07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,28127696.0,1989-01-28T21:34:27.814Z,56eaa537-72b6-4c21-a354-740a558bc5c2,ESCRITURA PÚBLICA,CASA,CASA,6424.0,m2,5748.0,m2,CPV,COMPRAVENTA,Valladares Quinta,45,,Benito Juárez,011,Indé,10,Durango,34850,TERR,TERRENO,,,,,,,,,,,,,
VIQS720927HPULZR07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,94775410.0,1986-10-24T21:49:33.583Z,2507f30b-e52f-49fa-8706-f9f1a37d717b,ESCRITURA PÚBLICA,CASA,CASA,5924.0,m2,4698.0,m2,CPV,COMPRAVENTA,Quezada Entrada,520,,San pedro,031,Palmillas,28,Tamaulipas,87560,BODG,BODEGA,,,,,,,,,,,,,
VIRJ870124MDFLJL02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,136263737.0,1990-11-29T04:59:56.415Z,02f706ce-d481-4efa-8a6f-b3bae4f5c37b,ESCRITURA PÚBLICA,CASA,CASA,6009.0,m2,3603.0,m2,CPV,COMPRAVENTA,Pablo Mercado,1993,,Justo Sierra,003,Ajuchitlán del Progreso,12,Guerrero,39120,TERR,TERRENO,,,,,,,,,,,,,
VIRJ870124MDFLJL02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,10007920.0,2006-07-24T05:13:42.884Z,2e572086-64a5-4584-b044-a92909815b23,ESCRITURA PÚBLICA,CASA,CASA,463.0,m2,454.0,m2,CPV,COMPRAVENTA,Sebastian Rincón,1305,,Granjas,049,Madero,16,Michoacán de Ocampo,58626,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
VIRJ870124MDFLJL02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,36026567.0,2005-10-22T06:13:27.650Z,7df975bb-7963-468b-85ad-ef8f7ca5495a,ESCRITURA PÚBLICA,CASA,CASA,425.0,m2,362.0,m2,CPV,COMPRAVENTA,Gallardo Pasaje,805,,Venustiano Carranza,051,Mapastepec,07,Chiapas,29945,CASA,CASA,,,,,,,,,,,,,
VIRR860024MSNLDQ01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,5852809.0,2007-12-31T06:44:09.505Z,68096ea7-3e7e-4f3b-81f1-9c38578b6d6e,ESCRITURA PÚBLICA,CASA,CASA,174.0,m2,128.0,m2,CPV,COMPRAVENTA,Nieto Sector,357,,Marina Nacional,010,El Llano,01,Aguascalientes,20440,CASA,CASA,,,,,,,,,,,,,
VIRY751101HDFLDR06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,27900647.0,2005-12-13T02:42:10.229Z,3be16c53-930e-4f35-8f7e-7d7d969e3ae1,ESCRITURA PÚBLICA,CASA,CASA,379.0,m2,266.0,m2,CPV,COMPRAVENTA,Alaniz Poblado,1276,,Anahuac,003,Altamira,28,Tamaulipas,87637,CASA,CASA,,,,,,,,,,,,,
VIRY751101HDFLDR06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,16161535.0,1976-01-14T05:09:39.701Z,2ea93269-f669-407c-a9c9-d7f302818158,ESCRITURA PÚBLICA,CASA,CASA,365.0,m2,154.0,m2,CPV,COMPRAVENTA,Guardado Rampa,556,,Chapultepec,013,Jonacatepec de Leandro Valle,17,Morelos,62321,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
VIRY751101HDFLDR06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,120315067.0,1980-05-02T02:45:07.377Z,e37795c5-d12f-4826-9473-0ee9d7616c79,ESCRITURA PÚBLICA,CASA,CASA,5484.0,m2,2586.0,m2,PRM,PERMUTA,Elena Ramal,1944,,Marina Nacional,022,General Terán,19,Nuevo León,64991,RACH,RANCHO,,,,,,,,,,,,,
VIRY851003HPULLR02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,4190640.0,1971-11-20T10:57:19.675Z,0924550d-c471-4952-adb2-916b94cb6bda,ESCRITURA PÚBLICA,CASA,CASA,145.0,m2,83.0,m2,CPV,COMPRAVENTA,Bahena Edificio,1754,,Venustiano Carranza,047,Pedro Ascencio Alquisiras,12,Guerrero,39494,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
VISI810702MVZLGB07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,21709547.0,1992-12-18T12:38:14.135Z,16a08514-4b91-4cc0-9081-fa562351bc9d,ESCRITURA PÚBLICA,CASA,CASA,495.0,m2,491.0,m2,CPV,COMPRAVENTA,Débora Mercado,424,,Moctezuma,097,Lerdo de Tejada,30,Veracruz de Ignacio de la Llave,91850,PALC,PALCO,,,,,,,,,,,,,
VISI810702MVZLGB07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,31563401.0,1985-03-18T07:13:32.398Z,e57e9bcf-e04a-4531-b381-267be025a3da,ESCRITURA PÚBLICA,CASA,CASA,5626.0,m2,4184.0,m2,CPV,COMPRAVENTA,Tovar Arroyo,1493,,Anahuac,062,Ostuacán,07,Chiapas,29317,TERR,TERRENO,,,,,,,,,,,,,
VISI810702MVZLGB07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,129230309.0,1995-07-24T14:24:51.982Z,9739ecf4-9ccb-48bd-b9e2-7be30750c5a9,ESCRITURA PÚBLICA,CASA,CASA,6202.0,m2,5380.0,m2,CPV,COMPRAVENTA,Cortés Parque,1747,,Roma,017,Tepic,18,Nayarit,63929,EDIF,EDIFICIO,,,,,,,,,,,,,
VISL720509HDFLCR08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,6905058.0,1970-10-17T06:21:21.207Z,469c267d-5e38-4f55-ad4a-c4f1f6a79ce5,ESCRITURA PÚBLICA,CASA,CASA,171.0,m2,124.0,m2,CPV,COMPRAVENTA,Lucas Pasaje,343,,16 de septiembre,039,Xaloztoc,29,Tlaxcala,90789,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
VISM740010MAGLLR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,57247248.0,1986-04-26T03:29:43.091Z,afb2f5ba-6fd3-4fdd-8fb8-448313e97b59,ESCRITURA PÚBLICA,CASA,CASA,4888.0,m2,4424.0,m2,CPV,COMPRAVENTA,Benjamín Quinta,761,,Lomas de becerra,008,Los Cabos,03,Baja California Sur,23159,EDIF,EDIFICIO,,,,,,,,,,,,,
VISM740010MAGLLR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,106713106.0,1991-06-27T03:41:40.279Z,a1d3429b-f4e9-48bb-89e7-85bf1c3858d9,ESCRITURA PÚBLICA,CASA,CASA,5205.0,m2,3416.0,m2,PRM,PERMUTA,Alaniz Parcela,1924,,Marina Nacional,034,San Carlos,28,Tamaulipas,87433,EDIF,EDIFICIO,,,,,,,,,,,,,
VISM740010MAGLLR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,23158143.0,1984-07-27T21:18:30.071Z,537e0ae0-f9fa-4448-aa01-b993c6364094,ESCRITURA PÚBLICA,CASA,CASA,5571.0,m2,2366.0,m2,HRN,HERENCIA,Gregorio Rambla,668,,La loma,031,San Francisco del Rincón,11,Guanajuato,36736,EDIF,EDIFICIO,,,,,,,,,,,,,
VISM890319MSNLLR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,111911424.0,1990-10-28T06:08:52.471Z,01ed0b4c-27da-4174-923e-c47ee6c63bb2,ESCRITURA PÚBLICA,CASA,CASA,6460.0,m2,4299.0,m2,RST,RIFA O SORTEO,Palomo Aldea,989,,Doctores,117,Montecristo de Guerrero,07,Chiapas,29913,RACH,RANCHO,,,,,,,,,,,,,
VISM890319MSNLLR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,47922362.0,1990-07-22T04:19:15.417Z,4b9ce889-4f3b-4b90-a7da-64ede101aa40,ESCRITURA PÚBLICA,CASA,CASA,469.0,m2,299.0,m2,CPV,COMPRAVENTA,Pilar Travesía,1719,,San pedro,008,Huimanguillo,27,Tabasco,86765,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
VISM890319MSNLLR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,23148810.0,2005-03-20T11:29:04.056Z,1696412d-cacb-4527-b271-3c501a1d516a,ESCRITURA PÚBLICA,CASA,CASA,232.0,m2,139.0,m2,CPV,COMPRAVENTA,Sanches Puerta,1548,,La loma,011,Cerralvo,19,Nuevo León,64492,CASA,CASA,,,,,,,,,,,,,
VISS701102MVZRNN01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,140290320.0,1985-08-06T22:04:31.395Z,9010fc75-f30b-41f8-a634-d7b19eaaa47d,ESCRITURA PÚBLICA,CASA,CASA,5724.0,m2,2377.0,m2,CPV,COMPRAVENTA,Preciado Arrabal,770,,San pedro,036,Totolac,29,Tlaxcala,90418,EDIF,EDIFICIO,,,,,,,,,,,,,
VISS701102MVZRNN01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,92749675.0,2002-10-02T14:25:18.329Z,cd5f9976-608d-4ae1-82ce-4985f920f3e4,ESCRITURA PÚBLICA,CASA,CASA,265.0,m2,255.0,m2,CPV,COMPRAVENTA,Mónica Colegio,941,,Benito Juárez,002,Ahuacatlán,18,Nayarit,63881,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
VISS701102MVZRNN01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,76117214.0,1986-07-19T15:36:32.458Z,f898f544-1a2f-41d1-9366-b247e308c517,ESCRITURA PÚBLICA,CASA,CASA,194.0,m2,172.0,m2,CPV,COMPRAVENTA,Guevara Apartamento,399,,San pedro,018,Tolimán,22,Querétaro,76980,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
VISS820309MPULCL02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,98465751.0,1986-05-15T19:46:23.291Z,b923be70-7a71-47cf-b215-4db87ec8b10f,ESCRITURA PÚBLICA,CASA,CASA,3955.0,m2,3177.0,m2,CPV,COMPRAVENTA,Burgos Paseo,1179,,Moctezuma,009,Tulum,23,Quintana Roo,77742,EDIF,EDIFICIO,,,,,,,,,,,,,
VISS820309MPULCL02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,30950445.0,1981-05-22T16:36:55.529Z,ad27ccb1-bff0-435d-b821-5c57c5773fcc,ESCRITURA PÚBLICA,CASA,CASA,5313.0,m2,4135.0,m2,CPV,COMPRAVENTA,Victor Manuel Calleja,64,,Granjas,098,San Pedro Tlaquepaque,14,Jalisco,44905,TERR,TERRENO,,,,,,,,,,,,,
VISS820309MPULCL02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,127673103.0,1972-05-03T06:32:38.713Z,58b44ba1-e6a1-4472-a81e-e41b642b04b6,ESCRITURA PÚBLICA,CASA,CASA,4710.0,m2,3532.0,m2,DNC,DONACIÓN,Sosa Partida,1522,,Laredo,017,Tequisquiapan,22,Querétaro,76674,EDIF,EDIFICIO,,,,,,,,,,,,,
VIUA720516HPULBundefined07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,7698933.0,2009-04-21T17:09:39.024Z,3387a2db-d292-4787-a1e3-536811cc770b,ESCRITURA PÚBLICA,CASA,CASA,140.0,m2,83.0,m2,CPV,COMPRAVENTA,Casárez Poblado,128,,La loma,014,Coahuayana,16,Michoacán de Ocampo,58536,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
VIVE880303HVZLNC05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,5599083.0,2007-08-02T09:04:41.235Z,a47e0859-7d89-47b0-8fe9-f51ca28e0d0d,ESCRITURA PÚBLICA,CASA,CASA,105.0,m2,87.0,m2,CPV,COMPRAVENTA,Hinojosa Muelle,1634,,Emiliano Zapata,003,La Paz,03,Baja California Sur,23801,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
