"curp_funcionario","r_70-2010_COMPRAVENTA_TOTAL","r_70-2010_DONACIÓN_TOTAL","r_2010-2015_COMPRAVENTA_TOTAL","r_2015-2020_COMPRAVENTA_TOTAL","r_70-2010_COMPRAVENTA_VALOR","r_70-2010_DONACIÓN_VALOR","r_2010-2015_COMPRAVENTA_VALOR","r_2015-2020_COMPRAVENTA_VALOR"
"GACE751010MDFRRL04",2,NA,NA,NA,173766279,NA,NA,NA
"GACE870126HAGLRP01",3,NA,NA,NA,177379967,NA,NA,NA
"GACG840027HDFLRR07",1,NA,NA,NA,1565346,NA,NA,NA
"GÁCJ890223MPULBS07",3,NA,NA,NA,159529363,NA,NA,NA
"GACM820403MVZNDG06",3,NA,NA,NA,97412178,NA,NA,NA
"GACM820919MVZRRR04",1,NA,NA,NA,2519744,NA,NA,NA
"GACM851101MDFTRN03",1,NA,NA,NA,824561,NA,NA,NA
"GACR800523HSNLLQ01",3,NA,NA,NA,214109076,NA,NA,NA
"GACR801018HSNRSM01",2,NA,NA,NA,169983641,NA,NA,NA
"GACS750526MDFRNR07",1,NA,NA,NA,1429885,NA,NA,NA
"GÁCY800416HAGLNM08",1,NA,NA,NA,6545411,NA,NA,NA
"GADR790624MPUMLM09",3,NA,NA,NA,189427380,NA,NA,NA
"GADV750306HDFRLN04",1,NA,NA,NA,5547447,NA,NA,NA
"GÁEH780918HAGLCG03",1,NA,NA,NA,7580635,NA,NA,NA
"GAEI770106MPULRN02",1,NA,NA,NA,7537612,NA,NA,NA
"GAFE810726MPULJC03",1,NA,NA,NA,3336805,NA,NA,NA
"GAGC850226MPULLR09",2,NA,NA,NA,118186629,NA,NA,NA
"GÁGD830403MVZLRB09",3,NA,NA,NA,280673129,NA,NA,NA
"GAGM740225MAGMNL09",3,NA,NA,NA,98791553,NA,NA,NA
"GAGM850220HPURRL01",2,NA,NA,NA,94067337,NA,NA,NA
"GAGV890919MPURRR09",2,1,NA,NA,194110364,143520281,NA,NA
"GÁJA720013HSNLMS02",1,NA,NA,NA,6763313,NA,NA,NA
"GAJE710921MAGRRL09",3,NA,NA,NA,145482311,NA,NA,NA
"GAJE860814MDFLSL09",1,NA,NA,NA,24818471,NA,NA,NA
"GAJZ701101HPUMMundefined07",2,NA,NA,NA,168336370,NA,NA,NA
"GAKD870802HAGLNN07",1,NA,NA,NA,5139064,NA,NA,NA
"GAKM870626HPURYN02",3,NA,NA,NA,237151634,NA,NA,NA
"GALE741013MVZRMS05",1,NA,NA,NA,1857883,NA,NA,NA
"GAMA830327MSNLYR07",3,NA,NA,NA,222992346,NA,NA,NA
"GAMB800513HVZLÑR04",3,NA,NA,NA,249973148,NA,NA,NA
"GÁMC760915HAGLNR01",3,NA,NA,NA,174818283,NA,NA,NA
"GAME800718HAGTDM08",1,NA,NA,NA,6676544,NA,NA,NA
"GAMM710611MVZYRR03",1,NA,NA,NA,3675362,NA,NA,NA
"GAMV880204HAGLRC03",1,NA,NA,NA,1961057,NA,NA,NA
"GANH760024HDFRGR09",1,NA,NA,NA,3674767,NA,NA,NA
"GANM760117MDFRVR01",1,NA,NA,NA,8081913,NA,NA,NA
"GANS850101HPUMRL09",1,1,NA,NA,46858348,28489908,NA,NA
"GAOG850222HDFLVR03",1,NA,NA,NA,716453,NA,NA,NA
"GAOR831019MPUTMS05",1,NA,NA,NA,9538265,NA,NA,NA
"GAPA890001MAGRLJ06",1,NA,NA,NA,717999,NA,NA,NA
"GAPC800125MSNLRR06",1,NA,NA,NA,8970703,NA,NA,NA
"GAPC890615HVZLTR07",1,NA,NA,NA,1558787,NA,NA,NA
"GAPF740819MDFYBL05",1,NA,NA,NA,9255762,NA,NA,NA
"GARA891025HAGLJR08",3,NA,NA,NA,265462063,NA,NA,NA
"GARC770310HSNSVR03",2,NA,NA,NA,97473365,NA,NA,NA
"GARJ781011MAGLLN07",1,NA,NA,NA,3510724,NA,NA,NA
"GARJ800327MSNYVR05",1,NA,NA,NA,2467017,NA,NA,NA
"GARM890101MAGMSN05",3,NA,NA,NA,175017097,NA,NA,NA
"GARN760421HDFLDT08",1,NA,NA,NA,4449627,NA,NA,NA
"GASC760603HPURLR09",1,NA,NA,NA,9864954,NA,NA,NA
"GÁSG850320MDFLNN06",3,NA,NA,NA,270495955,NA,NA,NA
"GASM740611MPULLR02",2,NA,NA,NA,180601726,NA,NA,NA
"GASN840411MVZLLC01",1,NA,NA,NA,2464642,NA,NA,NA
"GAST820108MPURSM09",3,NA,NA,NA,225836495,NA,NA,NA
"GATA760005MDFLRJ02",2,NA,NA,NA,126342726,NA,NA,NA
"GATN750403MVZLMC02",3,NA,NA,NA,180476474,NA,NA,NA
"GATR720921HSNLRQ03",1,NA,NA,NA,5166080,NA,NA,NA
"GATY800107MAGRMR02",1,NA,NA,NA,1695108,NA,NA,NA
"GAVA770718HAGRLC08",2,NA,NA,NA,130507748,NA,NA,NA
"GÁVJ730209HPULLS03",1,NA,NA,NA,1253650,NA,NA,NA
"GAVL720706HPURLN08",1,NA,NA,NA,98689082,NA,NA,NA
"GAXE760420HPULCL03",2,NA,NA,NA,103918234,NA,NA,NA
"GAZE890601HAGMML01",1,NA,NA,NA,1282461,NA,NA,NA
"GIAJ741006HDFLNS02",1,NA,NA,NA,3307958,NA,NA,NA
"GIÁL811125HDFRLR06",1,NA,NA,NA,4755279,NA,NA,NA
"GICE840619HVZLRL07",1,NA,NA,NA,21273293,NA,NA,NA
"GICL850122HAGLDN02",1,NA,NA,NA,1028516,NA,NA,NA
"GICM831117HDFRLR07",2,NA,NA,NA,154163074,NA,NA,NA
"GICV880127HDFLDC07",2,NA,NA,NA,85171482,NA,NA,NA
"GIDF720112HPURZR05",2,NA,NA,NA,145293536,NA,NA,NA
"GIDJ860713HPULLN08",1,NA,NA,NA,3111511,NA,NA,NA
"GIDS731114HPURLL03",3,NA,NA,NA,122318402,NA,NA,NA
"GIEE820412HPULZT07",3,NA,NA,NA,179909439,NA,NA,NA
"GILI760605HSNRRR08",2,1,NA,NA,89226699,35929524,NA,NA
"GIMB890807HVZRTR03",2,NA,NA,NA,188021960,NA,NA,NA
"GIOA810302HPULDL04",2,NA,NA,NA,85663823,NA,NA,NA
"GIPM821117MAGRLR06",1,NA,NA,NA,1727432,NA,NA,NA
"GISB720727MSNLMR03",3,NA,NA,NA,230710687,NA,NA,NA
"GISM860611MVZLRR05",3,NA,NA,NA,233378807,NA,NA,NA
"GITM860401HAGRLR07",1,NA,NA,NA,320092,NA,NA,NA
"GIVA730721HAGLLF09",2,1,NA,NA,113785863,29520223,NA,NA
"GIYL830422MSNLMZ06",1,NA,NA,NA,3036374,NA,NA,NA
"GOAM761114HAGNYR08",2,NA,NA,NA,138266225,NA,NA,NA
"GÓCD740806HPUMRG06",1,NA,NA,NA,1490066,NA,NA,NA
"GOCG860104HSNDRB09",2,NA,NA,NA,132574613,NA,NA,NA
"GODB740008HAGDMR08",3,NA,NA,NA,323404489,NA,NA,NA
"GOEN720427MAGDTC01",3,NA,NA,NA,245524219,NA,NA,NA
"GOFA770806HPULLL01",2,NA,NA,NA,58512738,NA,NA,NA
"GOFC771025MDFDRL02",3,NA,NA,NA,247486214,NA,NA,NA
"GOFM760427HAGLLR03",1,NA,NA,NA,2097238,NA,NA,NA
"GOGR830008MPUNDB08",2,NA,NA,NA,234832474,NA,NA,NA
"GOJM830805MPULMR01",1,NA,NA,NA,6697120,NA,NA,NA
"GOKM801118HPUDRR06",1,NA,NA,NA,3039331,NA,NA,NA
"GOLC700816MDFLRN04",1,NA,NA,NA,204412,NA,NA,NA
"GOLJ840307MVZNRN09",3,NA,NA,NA,198938694,NA,NA,NA
"GOLM710607MPULNR02",1,NA,NA,NA,7697508,NA,NA,NA
"GOMB780504MPUNYR05",1,NA,NA,NA,5055069,NA,NA,NA
"GOME721005HVZDNT06",3,NA,NA,NA,120001003,NA,NA,NA
"GOMM870114MVZLTR03",3,NA,NA,NA,134800209,NA,NA,NA
"GONV700721MSNNÑR02",3,NA,NA,NA,97872918,NA,NA,NA
"GÓOM770112MAGMNG05",3,NA,NA,NA,165894670,NA,NA,NA
"GOOP721117HAGLSL04",3,NA,NA,NA,266117693,NA,NA,NA
"GOPL820320HDFDNR07",3,NA,NA,NA,124508720,NA,NA,NA
"GORA720306MDFNSR03",2,NA,NA,NA,146854381,NA,NA,NA
"GORI780006MDFDCB09",2,NA,NA,NA,172955039,NA,NA,NA
"GORJ770108HDFDSM08",1,NA,NA,NA,8917888,NA,NA,NA
"GÓVR761014MVZMLG04",1,NA,NA,NA,7558313,NA,NA,NA
"GRAJ860617MSNRRL05",1,NA,NA,NA,710718,NA,NA,NA
"GRAM890001MAGRNG09",3,NA,NA,NA,221221471,NA,NA,NA
"GRAY891114MVZRÑR09",1,NA,NA,NA,758273,NA,NA,NA
"GRBM841006HDFRRR04",1,NA,NA,NA,4789618,NA,NA,NA
"GRCA871121MDFRRF01",1,NA,NA,NA,6557680,NA,NA,NA
"GRCT730212MVZRSM05",3,NA,NA,NA,174081976,NA,NA,NA
"GRDA860615MAGR X08",1,NA,NA,NA,6463375,NA,NA,NA
"GREE710414MSNRRN07",3,NA,NA,NA,138127743,NA,NA,NA
"GRHM751013HVZRNR02",1,NA,NA,NA,3665050,NA,NA,NA
"GRLO730006HVZRNV08",2,NA,NA,NA,108645262,NA,NA,NA
"GRMA730224MDFRND07",3,NA,NA,NA,213332694,NA,NA,NA
"GRPC810701MAGRRR07",1,NA,NA,NA,7958929,NA,NA,NA
"GRPR860325MSNRÑS02",2,NA,NA,NA,160839773,NA,NA,NA
"GRPX780722MSNRNM08",3,NA,NA,NA,95534713,NA,NA,NA
"GRSC850820MAGRLR08",3,NA,NA,NA,248558650,NA,NA,NA
"GRSV710106MDFRRC08",2,NA,NA,NA,143909041,NA,NA,NA
"GRTJ820827MPURMQ05",3,NA,NA,NA,136765513,NA,NA,NA
"GRTJ830903MAGRMN08",1,NA,NA,NA,6160477,NA,NA,NA
"GRVC890126HVZRZN05",1,NA,NA,NA,6259122,NA,NA,NA
"GRVR780716MDFRLS05",3,NA,NA,NA,216875007,NA,NA,NA
"GRZL860504MPURYS05",2,1,NA,NA,232451216,39473713,NA,NA
"GUAA770817HDFRG 08",1,NA,NA,NA,4885898,NA,NA,NA
"GUAJ770015HSNRTS06",1,NA,NA,NA,8304675,NA,NA,NA
"GUAM820814HVZTNR08",1,NA,NA,NA,4083002,NA,NA,NA
"GUAR820516MVZJSL02",1,NA,NA,NA,1966602,NA,NA,NA
"GUBR750519MDFRRS09",3,NA,NA,NA,113651605,NA,NA,NA
"GUBV741117HSNRRC07",2,NA,NA,NA,138899222,NA,NA,NA
"GUCJ870217MPUTRS02",3,NA,NA,NA,211197595,NA,NA,NA
"GUCL850421MPULRZ07",3,NA,NA,NA,160262147,NA,NA,NA
"GUDC770209HSNTLR01",1,NA,NA,NA,9915732,NA,NA,NA
"GUGA710302HVZRNX03",1,NA,NA,NA,827020,NA,NA,NA
"GUGE840017MPUTRN08",1,NA,NA,NA,1520734,NA,NA,NA
"GUGI800004HAGTRR08",1,NA,NA,NA,979939,NA,NA,NA
"GUGJ840818HVZVRN05",3,NA,NA,NA,177105976,NA,NA,NA
"GUGL700212MSNLLS03",1,NA,NA,NA,8678969,NA,NA,NA
"GUHA741126HAGRRM09",1,NA,NA,NA,4400230,NA,NA,NA
"GUHE800526HPUVRL07",3,NA,NA,NA,165314137,NA,NA,NA
"GUHV850519MSNLRC01",1,NA,NA,NA,2749002,NA,NA,NA
"GUJA850706HVZZML05",1,NA,NA,NA,4118264,NA,NA,NA
"GUKC750727MSNRZT05",3,NA,NA,NA,209081401,NA,NA,NA
"GUKE710101HAGRNS03",1,NA,NA,NA,5988882,NA,NA,NA
"GUKL720517MAGRHL07",1,NA,NA,NA,5156054,NA,NA,NA
"GUKR860501HDFZRM09",3,NA,NA,NA,183354126,NA,NA,NA
"GUKS780803MPURZL03",2,NA,NA,NA,169528416,NA,NA,NA
"GUPJ770012MSNVRN05",3,NA,NA,NA,270387173,NA,NA,NA
"GURA820701MAGRBN06",2,1,NA,NA,93644420,99020328,NA,NA
"GURE850315MAGZNL03",3,NA,NA,NA,154845692,NA,NA,NA
"GUSA850316MSNVDD06",3,NA,NA,NA,166949200,NA,NA,NA
"GUSI830219MVZLLR09",1,NA,NA,NA,9994631,NA,NA,NA
"GUSM860713HSNJLR05",2,1,NA,NA,214445538,119549625,NA,NA
"GUSV800227MPURNC09",1,1,NA,NA,126223559,20815417,NA,NA
"GUTM780301HAGVLN06",1,NA,NA,NA,773239,NA,NA,NA
"GUUM891108HSNRÑN03",1,NA,NA,NA,1605077,NA,NA,NA
"GUUR870407MDFTÑS05",1,NA,NA,NA,1891743,NA,NA,NA
"GUZA750825HVZRMT01",1,NA,NA,NA,8467265,NA,NA,NA
"HADB711020MAGRLR04",3,NA,NA,NA,194257325,NA,NA,NA
"HAOB771102HVZRTR01",2,NA,NA,NA,148437314,NA,NA,NA
"HARR720723MPURJC02",1,NA,NA,NA,3772781,NA,NA,NA
"HAVJ770701HSNRLS06",1,NA,NA,NA,5071104,NA,NA,NA
"HEAA810705HVZNRT05",3,NA,NA,NA,105924109,NA,NA,NA
"HEAB830213HPURCL04",1,NA,NA,NA,789798,NA,NA,NA
"HEAC861110HVZNYS06",3,NA,NA,NA,207536199,NA,NA,NA
"HEAE861101MDFNML02",3,NA,NA,NA,297091395,NA,NA,NA
"HEBD890703HPURRB04",3,NA,NA,NA,262326552,NA,NA,NA
"HEBI840605HPURLB02",1,NA,NA,NA,1285370,NA,NA,NA
"HEBJ700714MDFRTR04",1,NA,NA,NA,5532005,NA,NA,NA
"HECE860811MVZRRT09",2,NA,NA,NA,71675687,NA,NA,NA
"HECM770805MDFNRR02",1,NA,NA,NA,4242272,NA,NA,NA
"HECÓ870205HAGRSC01",1,NA,NA,NA,7225719,NA,NA,NA
"HEDB861122MSNNLR01",1,NA,NA,NA,5586898,NA,NA,NA
"HEII781023HAGRRB04",2,NA,NA,NA,59904355,NA,NA,NA
"HELM700704MAGRZN08",3,NA,NA,NA,236125951,NA,NA,NA
"HELM781114MPURYR04",3,NA,NA,NA,158892031,NA,NA,NA
"HEPE880526HAGRZL07",2,NA,NA,NA,126633881,NA,NA,NA
"HEQL880123MAGRVL08",3,NA,NA,NA,248531237,NA,NA,NA
"HERJ770823HPURVC01",1,NA,NA,NA,130580918,NA,NA,NA
"HESA881025MSNRLD09",2,NA,NA,NA,158470332,NA,NA,NA
"HESS870914HPUNPL08",1,NA,NA,NA,70791254,NA,NA,NA
"HETM880816HSNRJR05",1,NA,NA,NA,3014007,NA,NA,NA
"HETS770918HDFRMR03",3,NA,NA,NA,217363296,NA,NA,NA
"HEVG710909HAGNRD07",1,NA,NA,NA,3022818,NA,NA,NA
"HEVH890020HSNNLM03",3,NA,NA,NA,172292976,NA,NA,NA
"HEVP760222MAGRRL08",1,NA,NA,NA,9625596,NA,NA,NA
"HEVY871017MDFRLL09",1,1,NA,NA,50718750,63539052,NA,NA
"HEYL880802HSNRNR08",1,NA,NA,NA,6500185,NA,NA,NA
"HEZE710127HVZRMT02",3,NA,NA,NA,168729277,NA,NA,NA
"HICG800111MVZNHR06",3,NA,NA,NA,143479693,NA,NA,NA
"HICM810420MSNDVR06",1,NA,NA,NA,9755496,NA,NA,NA
"HIKS740404HDFNNN05",3,NA,NA,NA,313358003,NA,NA,NA
"HILP740917MVZDRL04",1,NA,NA,NA,1792136,NA,NA,NA
"HIMK880227HSNDNV08",1,NA,NA,NA,28121454,NA,NA,NA
"HIZN780702HDFNMT01",1,NA,NA,NA,9559864,NA,NA,NA
"HOJK890520MPULRM02",2,1,NA,NA,88126826,34055030,NA,NA
"HOPD860925HPULLG04",3,NA,NA,NA,127704051,NA,NA,NA
"HOPM730609MDFLLR02",1,NA,NA,NA,4516229,NA,NA,NA
"HOSL740922MAGLLS02",2,NA,NA,NA,64103332,NA,NA,NA
"HUAE700508HSNRRL06",1,NA,NA,NA,9703155,NA,NA,NA
"HUAN701004HVZRMT08",2,NA,NA,NA,130660946,NA,NA,NA
"HUBA890626MDFXLL02",2,NA,NA,NA,126508584,NA,NA,NA
"HUDI760317MPURLN06",1,NA,NA,NA,906831,NA,NA,NA
"HUGE760806HSNRRL04",3,NA,NA,NA,204788911,NA,NA,NA
"HUNA841113MSNXÑF08",2,1,NA,NA,101385200,29162230,NA,NA
"HURH840213MSNRZM05",3,NA,NA,NA,212244052,NA,NA,NA
"HUTL721110HPUXJR03",2,NA,NA,NA,161199094,NA,NA,NA
"HUTM790004MVZXRR01",1,NA,NA,NA,1121870,NA,NA,NA
"HUVV770113HSNRLC09",2,1,NA,NA,101263738,138212734,NA,NA
"HUVX710013HDFXLC06",2,NA,NA,NA,168725560,NA,NA,NA
"IBCY760912HVZRNM08",3,NA,NA,NA,264727121,NA,NA,NA
"IBDI891116HSNRZN01",1,NA,NA,NA,7758916,NA,NA,NA
"IBEM750214HSNRCN07",3,NA,NA,NA,269910795,NA,NA,NA
"IBZA781126HSNRRD08",1,NA,NA,NA,4544312,NA,NA,NA
"IGCE770807MPULPM05",1,NA,NA,NA,827210,NA,NA,NA
"IGKJ740321MAGLRL01",1,NA,NA,NA,1990179,NA,NA,NA
"IGOE870826MPULZS03",1,NA,NA,NA,3323941,NA,NA,NA
"IGTM851012HVZLJN03",2,NA,NA,NA,89623149,NA,NA,NA
"IRBM740801MSNZDR01",1,NA,NA,NA,1875586,NA,NA,NA
"IRBS720102MPUZSN07",2,NA,NA,NA,66034936,NA,NA,NA
"IRCL720214MSNZLT09",1,NA,NA,NA,4494736,NA,NA,NA
"IRMM700718HSNZNR09",3,NA,NA,NA,262598305,NA,NA,NA
"IRRI720102HAGZSN06",3,NA,NA,NA,170915397,NA,NA,NA
"IRSB850012HVZZNL08",1,NA,NA,NA,3721047,NA,NA,NA
"IRXE810114MSNZNL08",3,NA,NA,NA,291660100,NA,NA,NA
"IRZM850223HVZZMR07",1,NA,NA,NA,439227,NA,NA,NA
"JÁAM740702MPUQLL09",2,NA,NA,NA,86783030,NA,NA,NA
"JAAM770624HAGMGN07",2,1,NA,NA,87549736,101387424,NA,NA
"JABJ790010MSNSRR04",1,NA,NA,NA,1605937,NA,NA,NA
"JÁBJ871015MSNQNV05",3,NA,NA,NA,247704324,NA,NA,NA
"JABL840125MDFMNS02",1,NA,NA,NA,5090297,NA,NA,NA
"JABM780301MDFMRR08",1,NA,NA,NA,690171,NA,NA,NA
"JACE830022MVZMNL05",2,NA,NA,NA,204720258,NA,NA,NA
"JACJ790404HPUMLS03",1,NA,NA,NA,879130,NA,NA,NA
"JACÓ710909HVZSSC06",2,NA,NA,NA,134935458,NA,NA,NA
"JAEG820214MAGSTD09",3,NA,NA,NA,249576745,NA,NA,NA
"JAEL840504HDFRQZ04",2,NA,NA,NA,108812406,NA,NA,NA
"JAGE790104MSNMRL05",2,NA,NA,NA,156322360,NA,NA,NA
"JAGS851121MAGRRF05",3,NA,NA,NA,154438521,NA,NA,NA
"JAKC880915MPUMZL01",1,NA,NA,NA,482252,NA,NA,NA
"JÁPH710508MDFQNR09",3,NA,NA,NA,104496702,NA,NA,NA
"JAQR880507MSNMZQ04",1,NA,NA,NA,5189709,NA,NA,NA
"JARC890809HPURDN01",1,NA,NA,NA,2898888,NA,NA,NA
"JARE870905HPUMNT08",1,NA,NA,NA,1616912,NA,NA,NA
"JARM740620HSNMLR06",1,NA,NA,NA,3687312,NA,NA,NA
"JARS810608MVZMVL08",1,NA,NA,NA,5536871,NA,NA,NA
"JÁSA870918HDFQNN01",2,NA,NA,NA,93207895,NA,NA,NA
"JÁXD740123MSNQNL05",1,NA,NA,NA,400547,NA,NA,NA
"JICL871104HAGMLS01",1,NA,NA,NA,5677456,NA,NA,NA
"JICM770221HDFMRN06",1,NA,NA,NA,829153,NA,NA,NA
"JIDJ740115MPUMLS04",1,NA,NA,NA,6182647,NA,NA,NA
"JIGJ720803HVZMRM09",1,NA,NA,NA,1573629,NA,NA,NA
"JIMA880614MVZMRX07",2,NA,NA,NA,121121965,NA,NA,NA
"JIMS710912MDFMNR02",1,NA,NA,NA,4427701,NA,NA,NA
"JINÓ780123HPUMTC06",2,NA,NA,NA,96451621,NA,NA,NA
"JIOR810101HVZMLL07",3,NA,NA,NA,222543917,NA,NA,NA
"JIRB740305MSNMLR07",3,NA,NA,NA,213320437,NA,NA,NA
"JIRS750603MAGMML08",2,NA,NA,NA,43296868,NA,NA,NA
"JIVT790318MAGMLM02",3,NA,NA,NA,111939301,NA,NA,NA
"JUAB860316HSNRRT01",3,NA,NA,NA,169550396,NA,NA,NA
"JUAT860622HPURRD08",1,NA,NA,NA,1043163,NA,NA,NA
"JUCG760827HPURRL04",1,NA,NA,NA,504037,NA,NA,NA
"JUMG731008HPURLB08",1,NA,NA,NA,1402685,NA,NA,NA
"JUÑM740819MSNRÑR07",2,NA,NA,NA,142741657,NA,NA,NA
"JUOG720909MVZRVN05",1,NA,NA,NA,1665613,NA,NA,NA
"JUON760222HSNRLC07",1,NA,NA,NA,7105988,NA,NA,NA
"JURJ750502HVZRLL08",3,NA,NA,NA,211359112,NA,NA,NA
"JURV740714MDFRLR09",2,1,NA,NA,148144474,22824643,NA,NA
"JUSB700407HPURMN03",3,NA,NA,NA,270182604,NA,NA,NA
"KAÁA860206HAGDLD07",1,NA,NA,NA,3392195,NA,NA,NA
"KAAI810901MPURSN08",3,NA,NA,NA,245365439,NA,NA,NA
"KAÁI860211HPUMLC04",1,NA,NA,NA,1202029,NA,NA,NA
"KAAM741011MDFMLR06",1,NA,NA,NA,6056118,NA,NA,NA
"KAAM850726MDFNÑR03",3,NA,NA,NA,295108742,NA,NA,NA
"KAAR730421HPURCB04",3,NA,NA,NA,174921838,NA,NA,NA
"KAAU860704MDFNÑL07",3,NA,NA,NA,152536517,NA,NA,NA
"KABA770607HPURRL09",1,NA,NA,NA,31554355,NA,NA,NA
"KABC870115HDFMRR04",1,NA,NA,NA,925098,NA,NA,NA
"KABE890412HSNRRS09",3,NA,NA,NA,222154664,NA,NA,NA
"KABM850123HAGRRN01",3,NA,NA,NA,117524504,NA,NA,NA
"KABO820719HDFRRT03",1,NA,NA,NA,9798058,NA,NA,NA
"KACA700018MAGMRB05",1,NA,NA,NA,1445626,NA,NA,NA
"KACC740025HAGNSL07",2,NA,NA,NA,154503704,NA,NA,NA
"KACE810425MSNPRT07",1,NA,NA,NA,8658501,NA,NA,NA
"KACF890824MAGPHD06",1,NA,NA,NA,974309,NA,NA,NA
"KACH700710HSNMLR08",3,NA,NA,NA,115462585,NA,NA,NA
"KACJ730717MVZNRS03",1,NA,NA,NA,5377357,NA,NA,NA
"KACJ780522HSNRRR08",1,NA,NA,NA,1832746,NA,NA,NA
"KACL750811HPUMRZ02",1,NA,NA,NA,1024911,NA,NA,NA
"KACM720122HVZRSR05",1,NA,NA,NA,6630039,NA,NA,NA
"KACP730118MSNNRB08",2,NA,NA,NA,90156306,NA,NA,NA
"KACS760224HPURSL08",3,NA,NA,NA,160805465,NA,NA,NA
"KACT871004MVZRRD04",2,1,NA,NA,147525282,23827797,NA,NA
"KACY870119MAGRRL09",1,NA,NA,NA,733708,NA,NA,NA
"KADA821016MVZNLT02",1,NA,NA,NA,6445287,NA,NA,NA
"KAEA770909HPURPN08",1,NA,NA,NA,6551212,NA,NA,NA
"KAEE761126HSNNHR08",1,NA,NA,NA,4869863,NA,NA,NA
"KAES790307MVZPQR04",1,NA,NA,NA,1511756,NA,NA,NA
"KAFE770013MPURRP06",2,NA,NA,NA,44164258,NA,NA,NA
"KAFH750617MDFRRR04",3,NA,NA,NA,260037603,NA,NA,NA
"KAFM790102MVZRNR08",1,NA,NA,NA,589401,NA,NA,NA
"KAGB700711HSNPRN08",1,NA,NA,NA,8587085,NA,NA,NA
"KAGL860424HPUNRN06",3,NA,NA,NA,243048677,NA,NA,NA
"KAGN720014HVZRRM03",1,1,NA,NA,63397160,63743181,NA,NA
"KAGS800021HPURMN04",1,NA,NA,NA,3338219,NA,NA,NA
"KAHJ820501HAGNNS08",1,NA,NA,NA,4704806,NA,NA,NA
"KAKD830313MAGRDR09",1,NA,NA,NA,1310583,NA,NA,NA
"KALC770703MDFRNL02",3,NA,NA,NA,205622314,NA,NA,NA
"KAMA840107MDFNNF05",3,NA,NA,NA,141468148,NA,NA,NA
"KAMF840317HPUDLR03",2,NA,NA,NA,83976141,NA,NA,NA
"KAMG790414HAGNDN04",1,NA,NA,NA,6612197,NA,NA,NA
"KAMG860727HSNNZB06",1,NA,NA,NA,5852143,NA,NA,NA
"KAMI810622MPURTN03",3,NA,NA,NA,216526607,NA,NA,NA
"KAML870810HVZMNS07",1,NA,NA,NA,902868,NA,NA,NA
"KAMM860406MSNNNC06",2,1,NA,NA,216240019,65478957,NA,NA
"KANG740317MDFRVN06",3,NA,NA,NA,198699314,NA,NA,NA
"KAÑG820622MDFNÑD01",3,NA,NA,NA,224131286,NA,NA,NA
"KAOJ841020MVZRVS09",1,NA,NA,NA,779047,NA,NA,NA
"KAPA790617MAGRGT09",1,NA,NA,NA,7876148,NA,NA,NA
"KAPD851009HDFRDL07",3,NA,NA,NA,276125438,NA,NA,NA
"KAPL850508MVZRNS05",1,NA,NA,NA,953142,NA,NA,NA
"KAQC710127MPUDZR04",1,NA,NA,NA,754227,NA,NA,NA
"KAQI720708MPUNÑN01",1,NA,NA,NA,9191064,NA,NA,NA
"KARR840502MVZRSB09",1,NA,NA,NA,6952897,NA,NA,NA
"KASP781113HDFRNL02",1,NA,NA,NA,6278215,NA,NA,NA
"KASR701023MDFNNS07",3,NA,NA,NA,203022512,NA,NA,NA
"KATJ890527MPURJQ09",1,NA,NA,NA,57287826,NA,NA,NA
"KAVC711113HSNRLR06",1,NA,NA,NA,705470,NA,NA,NA
"KAVC860509HSNNLR01",1,NA,NA,NA,1598876,NA,NA,NA
"KAVI761122MPUMLN03",1,NA,NA,NA,1116393,NA,NA,NA
"KAVJ750215MSNNLM04",1,NA,NA,NA,537138,NA,NA,NA
"KAVL780611HAGMCC05",2,1,NA,NA,99232953,68108569,NA,NA
"KAVO831002HSNRLT07",3,NA,NA,NA,154667745,NA,NA,NA
"KAVS750320MDFRNN03",1,NA,NA,NA,94365057,NA,NA,NA
"KAVS810318HAGNLS03",1,NA,NA,NA,1979496,NA,NA,NA
"KAVT870413MSNRLR03",1,NA,NA,NA,7740076,NA,NA,NA
"KAYG740526MAGMBR02",3,NA,NA,NA,234605535,NA,NA,NA
"KAZD820421MVZNRN05",3,NA,NA,NA,133376772,NA,NA,NA
"KICD800602MAGNLL06",1,NA,NA,NA,1326927,NA,NA,NA
"KIDS880417MVZNRR01",1,NA,NA,NA,3707714,NA,NA,NA
"KIGO890520MVZNLT05",1,NA,NA,NA,710147,NA,NA,NA
"KIMJ720213HDFNRR03",1,NA,NA,NA,4265509,NA,NA,NA
"KIMT890421HSNNND01",1,NA,NA,NA,1155582,NA,NA,NA
"KIPC841005MVZNLL05",3,NA,NA,NA,221777427,NA,NA,NA
"KIRU780902MPUNLL02",1,NA,NA,NA,388509,NA,NA,NA
"KOBM880714MSNRNT05",1,NA,NA,NA,4936884,NA,NA,NA
"KOCÁ830026HPUNRG04",1,NA,NA,NA,5620541,NA,NA,NA
"KOCL800015MAGRST04",1,NA,NA,NA,2056914,NA,NA,NA
"KOCP880125MAGRRL03",2,NA,NA,NA,164772261,NA,NA,NA
"KODÁ860811MSNNLG07",1,NA,NA,NA,1669316,NA,NA,NA
"KODD880424HPURVV02",1,NA,NA,NA,6436804,NA,NA,NA
"KODS871116MDFRLS06",1,NA,NA,NA,488453,NA,NA,NA
"KOFG840913MPURLL01",2,NA,NA,NA,164290624,NA,NA,NA
